timestamp,sensor_id,yaw,pitch,roll
4117182.0,imu1,11.83,3.96,0.05
4117192.0,imu1,11.83,3.96,0.05
4117202.0,imu1,11.83,3.95,0.05
4117212.0,imu1,11.83,3.95,0.05
4117222.0,imu1,11.83,3.95,0.05
4117232.0,imu1,11.83,3.95,0.05
4117242.0,imu1,11.83,3.95,0.05
4117252.0,imu1,11.83,3.95,0.05
4117262.0,imu1,11.83,3.95,0.05
4117272.0,imu1,11.83,3.95,0.05
4117282.0,imu1,11.83,3.95,0.05
4117292.0,imu1,11.83,3.95,0.05
4117302.0,imu1,11.83,3.95,0.05
4117312.0,imu1,11.83,3.95,0.05
4117322.0,imu1,11.83,3.95,0.05
4117332.0,imu1,11.83,3.95,0.05
4117342.0,imu1,11.83,3.95,0.05
4117352.0,imu1,11.83,3.95,0.05
4117362.0,imu1,11.83,3.95,0.05
4117372.0,imu1,11.83,3.95,0.05
4117382.0,imu1,11.83,3.95,0.05
4117392.0,imu1,11.83,3.95,0.05
4117402.0,imu1,11.83,3.95,0.05
4117412.0,imu1,11.83,3.95,0.05
4117422.0,imu1,11.83,3.95,0.06
4117432.0,imu1,11.83,3.95,0.06
4117442.0,imu1,11.83,3.95,0.06
4117452.0,imu1,11.83,3.95,0.06
4117462.0,imu1,11.83,3.96,0.06
4117472.0,imu1,11.83,3.96,0.06
4117482.0,imu1,11.83,3.96,0.06
4117492.0,imu1,11.83,3.96,0.06
4117502.0,imu1,11.83,3.96,0.06
4117512.0,imu1,11.83,3.96,0.06
4117522.0,imu1,11.83,3.96,0.06
4117532.0,imu1,11.83,3.96,0.06
4117542.0,imu1,11.83,3.96,0.06
4117552.0,imu1,11.83,3.96,0.06
4117562.0,imu1,11.83,3.96,0.06
4117572.0,imu1,11.83,3.96,0.06
4117582.0,imu1,11.83,3.96,0.06
4117593.0,imu1,11.83,3.96,0.06
4117603.0,imu1,11.83,3.96,0.06
4117613.0,imu1,11.83,3.96,0.06
4117623.0,imu1,11.83,3.96,0.05
4117633.0,imu1,11.83,3.96,0.05
4117643.0,imu1,11.83,3.96,0.05
4117653.0,imu1,11.83,3.96,0.05
4117663.0,imu1,11.83,3.95,0.06
4117673.0,imu1,11.83,3.95,0.06
4117683.0,imu1,11.83,3.95,0.06
4117693.0,imu1,11.83,3.96,0.06
4117703.0,imu1,11.83,3.96,0.06
4117713.0,imu1,11.83,3.96,0.06
4117723.0,imu1,11.83,3.96,0.06
4117733.0,imu1,11.83,3.96,0.05
4117743.0,imu1,11.83,3.96,0.05
4117753.0,imu1,11.83,3.96,0.05
4117763.0,imu1,11.83,3.96,0.06
4117773.0,imu1,11.83,3.96,0.06
4117783.0,imu1,11.83,3.96,0.06
4117793.0,imu1,11.83,3.96,0.06
4117803.0,imu1,11.83,3.96,0.06
4117813.0,imu1,11.83,3.96,0.06
4117823.0,imu1,11.83,3.96,0.06
4117833.0,imu1,11.83,3.96,0.06
4117843.0,imu1,11.83,3.96,0.05
4117853.0,imu1,11.83,3.96,0.05
4117863.0,imu1,11.83,3.96,0.05
4117873.0,imu1,11.83,3.96,0.05
4117883.0,imu1,11.83,3.96,0.05
4117893.0,imu1,11.83,3.96,0.05
4117903.0,imu1,11.83,3.96,0.05
4117913.0,imu1,11.83,3.96,0.05
4117923.0,imu1,11.83,3.96,0.05
4117933.0,imu1,11.83,3.96,0.05
4117943.0,imu1,11.83,3.96,0.05
4117953.0,imu1,11.83,3.96,0.05
4117963.0,imu1,11.83,3.96,0.05
4117973.0,imu1,11.83,3.96,0.05
4117983.0,imu1,11.83,3.96,0.05
4117993.0,imu1,11.83,3.96,0.05
4118003.0,imu1,11.83,3.96,0.05
4118013.0,imu1,11.83,3.96,0.05
4118023.0,imu1,11.83,3.96,0.05
4118033.0,imu1,11.83,3.96,0.05
4118043.0,imu1,11.83,3.96,0.05
4118053.0,imu1,11.83,3.96,0.05
4118063.0,imu1,11.83,3.96,0.05
4118073.0,imu1,11.83,3.96,0.05
4118083.0,imu1,11.83,3.96,0.05
4118093.0,imu1,11.83,3.96,0.05
4118103.0,imu1,11.83,3.96,0.05
4118113.0,imu1,11.83,3.96,0.05
4118123.0,imu1,11.83,3.96,0.05
4118133.0,imu1,11.83,3.96,0.05
4118143.0,imu1,11.83,3.96,0.05
4118153.0,imu1,11.83,3.96,0.05
4118163.0,imu1,11.83,3.96,0.05
4118173.0,imu1,11.83,3.96,0.05
4118183.0,imu1,11.83,3.96,0.05
4118193.0,imu1,11.83,3.96,0.05
4118203.0,imu1,11.83,3.96,0.05
4118213.0,imu1,11.83,3.96,0.05
4118223.0,imu1,11.83,3.96,0.05
4118234.0,imu1,11.83,3.96,0.05
4118244.0,imu1,11.83,3.96,0.05
4118254.0,imu1,11.83,3.96,0.04
4118264.0,imu1,11.83,3.96,0.05
4118274.0,imu1,11.83,3.96,0.04
4118284.0,imu1,11.83,3.96,0.04
4118294.0,imu1,11.83,3.96,0.05
4118304.0,imu1,11.83,3.95,0.05
4118314.0,imu1,11.83,3.95,0.05
4118324.0,imu1,11.83,3.95,0.05
4118334.0,imu1,11.83,3.95,0.05
4118344.0,imu1,11.83,3.95,0.05
4118354.0,imu1,11.83,3.96,0.04
4118364.0,imu1,11.83,3.96,0.04
4118374.0,imu1,11.83,3.96,0.04
4118384.0,imu1,11.83,3.96,0.04
4118394.0,imu1,11.83,3.96,0.04
4118404.0,imu1,11.83,3.96,0.04
4118414.0,imu1,11.83,3.96,0.04
4118424.0,imu1,11.83,3.96,0.04
4118434.0,imu1,11.83,3.96,0.04
4118444.0,imu1,11.83,3.96,0.04
4118454.0,imu1,11.83,3.96,0.04
4118464.0,imu1,11.83,3.96,0.04
4118474.0,imu1,11.83,3.96,0.04
4118484.0,imu1,11.83,3.96,0.04
4118494.0,imu1,11.83,3.96,0.04
4118504.0,imu1,11.83,3.96,0.04
4118514.0,imu1,11.83,3.96,0.04
4118524.0,imu1,11.83,3.96,0.04
4118534.0,imu1,11.83,3.96,0.04
4118544.0,imu1,11.83,3.96,0.04
4118554.0,imu1,11.83,3.96,0.04
4118564.0,imu1,11.83,3.96,0.04
4118574.0,imu1,11.83,3.96,0.04
4118584.0,imu1,11.83,3.96,0.04
4118594.0,imu1,11.83,3.95,0.04
4118604.0,imu1,11.83,3.95,0.04
4118614.0,imu1,11.83,3.95,0.04
4118624.0,imu1,11.83,3.96,0.04
4118634.0,imu1,11.83,3.96,0.04
4118644.0,imu1,11.83,3.96,0.04
4118654.0,imu1,11.83,3.96,0.04
4118664.0,imu1,11.83,3.96,0.04
4118674.0,imu1,11.83,3.96,0.04
4118684.0,imu1,11.83,3.96,0.04
4118694.0,imu1,11.83,3.96,0.04
4118704.0,imu1,11.83,3.95,0.05
4118714.0,imu1,11.83,3.95,0.05
4118724.0,imu1,11.83,3.95,0.05
4118734.0,imu1,11.83,3.96,0.04
4118744.0,imu1,11.82,3.95,0.05
4118754.0,imu1,11.82,3.96,0.04
4118764.0,imu1,11.82,3.96,0.04
4118774.0,imu1,11.82,3.96,0.04
4118784.0,imu1,11.82,3.96,0.04
4118794.0,imu1,11.82,3.96,0.04
4118804.0,imu1,11.82,3.96,0.04
4118814.0,imu1,11.82,3.96,0.04
4118824.0,imu1,11.82,3.96,0.04
4118834.0,imu1,11.82,3.96,0.04
4118844.0,imu1,11.82,3.96,0.04
4118854.0,imu1,11.82,3.96,0.04
4118865.0,imu1,11.82,3.96,0.04
4118875.0,imu1,11.82,3.96,0.04
4118885.0,imu1,11.82,3.96,0.04
4118895.0,imu1,11.82,3.96,0.04
4118905.0,imu1,11.82,3.96,0.04
4118915.0,imu1,11.82,3.96,0.04
4118925.0,imu1,11.82,3.96,0.04
4118935.0,imu1,11.82,3.96,0.05
4118945.0,imu1,11.82,3.96,0.05
4118955.0,imu1,11.82,3.96,0.05
4118965.0,imu1,11.82,3.96,0.05
4118975.0,imu1,11.82,3.96,0.05
4118985.0,imu1,11.82,3.96,0.05
4118995.0,imu1,11.82,3.96,0.05
4119005.0,imu1,11.82,3.96,0.05
4119015.0,imu1,11.82,3.96,0.05
4119025.0,imu1,11.82,3.96,0.05
4119035.0,imu1,11.82,3.96,0.05
4119045.0,imu1,11.82,3.96,0.05
4119055.0,imu1,11.82,3.96,0.05
4119065.0,imu1,11.82,3.96,0.05
4119075.0,imu1,11.82,3.96,0.05
4119085.0,imu1,11.82,3.96,0.05
4119095.0,imu1,11.82,3.96,0.05
4119105.0,imu1,11.82,3.96,0.05
4119115.0,imu1,11.82,3.96,0.05
4119125.0,imu1,11.82,3.96,0.05
4119135.0,imu1,11.82,3.96,0.05
4119145.0,imu1,11.82,3.96,0.05
4119155.0,imu1,11.82,3.96,0.06
4119165.0,imu1,11.82,3.96,0.06
4119175.0,imu1,11.82,3.96,0.06
4119185.0,imu1,11.82,3.95,0.06
4119195.0,imu1,11.82,3.96,0.06
4119205.0,imu1,11.82,3.96,0.06
4119215.0,imu1,11.82,3.96,0.06
4119225.0,imu1,11.82,3.96,0.06
4119235.0,imu1,11.82,3.96,0.06
4119245.0,imu1,11.82,3.96,0.06
4119255.0,imu1,11.82,3.96,0.06
4119265.0,imu1,11.82,3.96,0.06
4119275.0,imu1,11.82,3.95,0.06
4119285.0,imu1,11.82,3.95,0.06
4119295.0,imu1,11.82,3.95,0.06
4119305.0,imu1,11.82,3.95,0.06
4119315.0,imu1,11.82,3.95,0.06
4119325.0,imu1,11.82,3.95,0.06
4119335.0,imu1,11.82,3.95,0.05
4119345.0,imu1,11.82,3.95,0.05
4119355.0,imu1,11.82,3.95,0.05
4119365.0,imu1,11.82,3.95,0.05
4119375.0,imu1,11.82,3.95,0.05
4119385.0,imu1,11.82,3.95,0.05
4119395.0,imu1,11.82,3.95,0.05
4119405.0,imu1,11.82,3.95,0.05
4119415.0,imu1,11.82,3.95,0.05
4119425.0,imu1,11.82,3.95,0.05
4119435.0,imu1,11.82,3.95,0.05
4119445.0,imu1,11.82,3.95,0.05
4119455.0,imu1,11.82,3.95,0.05
4119465.0,imu1,11.82,3.95,0.05
4119475.0,imu1,11.82,3.95,0.05
4119485.0,imu1,11.82,3.95,0.05
4119495.0,imu1,11.82,3.95,0.05
4119506.0,imu1,11.82,3.96,0.05
4119516.0,imu1,11.82,3.96,0.05
4119526.0,imu1,11.82,3.95,0.05
4119536.0,imu1,11.82,3.96,0.05
4119546.0,imu1,11.82,3.96,0.05
4119556.0,imu1,11.82,3.95,0.05
4119566.0,imu1,11.82,3.95,0.05
4119576.0,imu1,11.82,3.96,0.05
4119586.0,imu1,11.82,3.95,0.05
4119596.0,imu1,11.82,3.95,0.05
4119606.0,imu1,11.82,3.95,0.05
4119616.0,imu1,11.82,3.95,0.05
4119626.0,imu1,11.82,3.95,0.05
4119636.0,imu1,11.82,3.96,0.05
4119646.0,imu1,11.82,3.96,0.05
4119656.0,imu1,11.82,3.96,0.05
4119666.0,imu1,11.82,3.96,0.05
4119676.0,imu1,11.82,3.96,0.05
4119686.0,imu1,11.82,3.96,0.05
4119696.0,imu1,11.82,3.96,0.05
4119706.0,imu1,11.82,3.96,0.05
4119716.0,imu1,11.82,3.96,0.05
4119726.0,imu1,11.82,3.96,0.05
4119736.0,imu1,11.82,3.95,0.05
4119746.0,imu1,11.82,3.95,0.05
4119756.0,imu1,11.82,3.95,0.05
4119766.0,imu1,11.82,3.95,0.05
4119776.0,imu1,11.82,3.95,0.05
4119786.0,imu1,11.82,3.95,0.05
4119796.0,imu1,11.82,3.95,0.05
4119806.0,imu1,11.82,3.95,0.05
4119816.0,imu1,11.82,3.95,0.05
4119826.0,imu1,11.82,3.95,0.05
4119836.0,imu1,11.82,3.95,0.05
4119846.0,imu1,11.82,3.95,0.05
4119856.0,imu1,11.82,3.95,0.05
4119866.0,imu1,11.82,3.95,0.05
4119876.0,imu1,11.82,3.95,0.05
4119886.0,imu1,11.82,3.95,0.05
4119896.0,imu1,11.81,3.95,0.05
4119906.0,imu1,11.81,3.95,0.05
4119916.0,imu1,11.81,3.95,0.05
4119926.0,imu1,11.81,3.95,0.05
4119936.0,imu1,11.81,3.96,0.05
4119946.0,imu1,11.81,3.96,0.05
4119956.0,imu1,11.81,3.96,0.05
4119966.0,imu1,11.81,3.96,0.05
4119976.0,imu1,11.81,3.96,0.05
4119986.0,imu1,11.81,3.96,0.05
4119996.0,imu1,11.81,3.96,0.05
4120006.0,imu1,11.81,3.96,0.05
4120016.0,imu1,11.81,3.96,0.05
4120026.0,imu1,11.81,3.96,0.05
4120036.0,imu1,11.81,3.96,0.05
4120046.0,imu1,11.81,3.96,0.05
4120056.0,imu1,11.81,3.96,0.05
4120066.0,imu1,11.81,3.96,0.05
4120076.0,imu1,11.81,3.96,0.06
4120086.0,imu1,11.81,3.96,0.06
4120096.0,imu1,11.81,3.96,0.06
4120106.0,imu1,11.81,3.95,0.05
4120116.0,imu1,11.81,3.95,0.05
4120126.0,imu1,11.81,3.95,0.05
4120137.0,imu1,11.81,3.95,0.05
4120147.0,imu1,11.81,3.95,0.05
4120157.0,imu1,11.81,3.95,0.05
4120167.0,imu1,11.81,3.95,0.05
4120177.0,imu1,11.81,3.95,0.05
4120187.0,imu1,11.81,3.95,0.05
4120197.0,imu1,11.81,3.95,0.05
4120207.0,imu1,11.81,3.95,0.06
4120217.0,imu1,11.81,3.96,0.05
4120227.0,imu1,11.81,3.96,0.05
4120237.0,imu1,11.81,3.96,0.05
4120247.0,imu1,11.81,3.96,0.05
4120257.0,imu1,11.81,3.96,0.05
4120267.0,imu1,11.81,3.96,0.05
4120277.0,imu1,11.81,3.95,0.05
4120287.0,imu1,11.81,3.95,0.05
4120297.0,imu1,11.81,3.95,0.05
4120307.0,imu1,11.81,3.96,0.05
4120317.0,imu1,11.81,3.96,0.05
4120327.0,imu1,11.81,3.96,0.05
4120337.0,imu1,11.81,3.96,0.05
4120347.0,imu1,11.81,3.95,0.05
4120357.0,imu1,11.81,3.95,0.05
4120367.0,imu1,11.81,3.96,0.05
4120377.0,imu1,11.81,3.95,0.05
4120387.0,imu1,11.81,3.95,0.05
4120397.0,imu1,11.81,3.95,0.05
4120407.0,imu1,11.81,3.96,0.05
4120417.0,imu1,11.81,3.95,0.05
4120427.0,imu1,11.81,3.95,0.05
4120437.0,imu1,11.81,3.95,0.05
4120447.0,imu1,11.81,3.95,0.05
4120457.0,imu1,11.81,3.96,0.05
4120467.0,imu1,11.81,3.96,0.05
4120477.0,imu1,11.81,3.95,0.05
4120487.0,imu1,11.81,3.95,0.05
4120497.0,imu1,11.81,3.95,0.05
4120507.0,imu1,11.81,3.95,0.05
4120517.0,imu1,11.81,3.95,0.05
4120527.0,imu1,11.81,3.95,0.05
4120537.0,imu1,11.81,3.95,0.06
4120547.0,imu1,11.81,3.95,0.06
4120557.0,imu1,11.81,3.96,0.06
4120567.0,imu1,11.81,3.96,0.05
4120577.0,imu1,11.81,3.96,0.05
4120587.0,imu1,11.81,3.96,0.05
4120597.0,imu1,11.81,3.95,0.05
4120607.0,imu1,11.81,3.95,0.05
4120617.0,imu1,11.81,3.95,0.05
4120627.0,imu1,11.81,3.95,0.05
4120637.0,imu1,11.81,3.95,0.05
4120647.0,imu1,11.81,3.95,0.05
4120657.0,imu1,11.81,3.95,0.05
4120667.0,imu1,11.81,3.95,0.05
4120677.0,imu1,11.81,3.95,0.05
4120687.0,imu1,11.81,3.95,0.05
4120697.0,imu1,11.81,3.95,0.05
4120707.0,imu1,11.81,3.95,0.05
4120717.0,imu1,11.81,3.95,0.05
4120727.0,imu1,11.81,3.96,0.05
4120737.0,imu1,11.81,3.96,0.05
4120747.0,imu1,11.81,3.96,0.05
4120758.0,imu1,11.81,3.96,0.05
4120768.0,imu1,11.81,3.96,0.05
4120778.0,imu1,11.81,3.96,0.05
4120788.0,imu1,11.81,3.96,0.05
4120798.0,imu1,11.81,3.96,0.05
4120808.0,imu1,11.81,3.96,0.05
4120818.0,imu1,11.81,3.96,0.05
4120828.0,imu1,11.81,3.96,0.05
4120838.0,imu1,11.81,3.95,0.05
4120848.0,imu1,11.81,3.95,0.05
4120858.0,imu1,11.81,3.95,0.05
4120868.0,imu1,11.81,3.96,0.05
4120878.0,imu1,11.81,3.96,0.05
4120888.0,imu1,11.81,3.96,0.05
4120898.0,imu1,11.81,3.96,0.05
4120908.0,imu1,11.81,3.96,0.05
4120918.0,imu1,11.81,3.96,0.05
4120928.0,imu1,11.81,3.96,0.05
4120938.0,imu1,11.81,3.96,0.05
4120948.0,imu1,11.81,3.96,0.05
4120958.0,imu1,11.81,3.96,0.05
4120968.0,imu1,11.81,3.96,0.05
4120978.0,imu1,11.81,3.96,0.06
4120988.0,imu1,11.81,3.96,0.06
4120998.0,imu1,11.81,3.96,0.06
4121008.0,imu1,11.81,3.95,0.06
4121018.0,imu1,11.81,3.96,0.06
4121028.0,imu1,11.81,3.95,0.06
4121038.0,imu1,11.81,3.95,0.06
4121048.0,imu1,11.81,3.95,0.06
4121058.0,imu1,11.81,3.95,0.06
4121068.0,imu1,11.81,3.95,0.06
4121078.0,imu1,11.81,3.95,0.06
4121088.0,imu1,11.81,3.95,0.06
4121098.0,imu1,11.81,3.95,0.06
4121108.0,imu1,11.81,3.95,0.06
4121118.0,imu1,11.81,3.95,0.06
4121128.0,imu1,11.81,3.95,0.06
4121138.0,imu1,11.81,3.95,0.06
4121148.0,imu1,11.81,3.95,0.06
4121158.0,imu1,11.81,3.95,0.05
4121168.0,imu1,11.81,3.95,0.05
4121178.0,imu1,11.81,3.95,0.05
4121188.0,imu1,11.81,3.95,0.05
4121198.0,imu1,11.81,3.95,0.05
4121208.0,imu1,11.81,3.95,0.05
4121218.0,imu1,11.81,3.95,0.05
4121228.0,imu1,11.81,3.95,0.05
4121238.0,imu1,11.81,3.95,0.05
4121248.0,imu1,11.81,3.95,0.05
4121258.0,imu1,11.81,3.95,0.05
4121268.0,imu1,11.81,3.95,0.05
4121278.0,imu1,11.81,3.95,0.05
4121288.0,imu1,11.81,3.95,0.05
4121298.0,imu1,11.81,3.95,0.05
4121308.0,imu1,11.81,3.95,0.05
4121318.0,imu1,11.81,3.95,0.05
4121328.0,imu1,11.81,3.95,0.05
4121338.0,imu1,11.81,3.95,0.05
4121348.0,imu1,11.81,3.95,0.05
4121358.0,imu1,11.81,3.95,0.05
4121368.0,imu1,11.81,3.95,0.05
4121378.0,imu1,11.81,3.95,0.05
4121388.0,imu1,11.81,3.95,0.05
4121398.0,imu1,11.81,3.95,0.05
4121409.0,imu1,11.81,3.95,0.05
4121419.0,imu1,11.81,3.95,0.05
4121429.0,imu1,11.81,3.95,0.05
4121439.0,imu1,11.81,3.95,0.05
4121449.0,imu1,11.81,3.95,0.06
4121459.0,imu1,11.81,3.95,0.05
4121469.0,imu1,11.81,3.95,0.05
4121479.0,imu1,11.81,3.95,0.05
4121489.0,imu1,11.81,3.95,0.06
4121499.0,imu1,11.81,3.95,0.06
4121509.0,imu1,11.81,3.95,0.06
4121519.0,imu1,11.81,3.95,0.06
4121529.0,imu1,11.81,3.95,0.06
4121539.0,imu1,11.81,3.95,0.05
4121549.0,imu1,11.81,3.95,0.05
4121559.0,imu1,11.81,3.95,0.05
4121569.0,imu1,11.81,3.95,0.05
4121579.0,imu1,11.81,3.95,0.05
4121589.0,imu1,11.81,3.95,0.05
4121599.0,imu1,11.81,3.95,0.05
4121609.0,imu1,11.81,3.95,0.06
4121619.0,imu1,11.81,3.95,0.06
4121629.0,imu1,11.81,3.95,0.05
4121639.0,imu1,11.81,3.95,0.05
4121649.0,imu1,11.81,3.95,0.05
4121659.0,imu1,11.81,3.95,0.05
4121669.0,imu1,11.81,3.95,0.05
4121679.0,imu1,11.81,3.95,0.05
4121689.0,imu1,11.81,3.95,0.05
4121699.0,imu1,11.81,3.95,0.05
4121709.0,imu1,11.81,3.95,0.05
4121719.0,imu1,11.81,3.95,0.05
4121729.0,imu1,11.81,3.95,0.05
4121739.0,imu1,11.81,3.95,0.05
4121749.0,imu1,11.81,3.95,0.05
4121759.0,imu1,11.81,3.95,0.05
4121769.0,imu1,11.81,3.95,0.05
4121779.0,imu1,11.81,3.95,0.06
4121789.0,imu1,11.81,3.95,0.06
4121799.0,imu1,11.81,3.95,0.06
4121809.0,imu1,11.81,3.95,0.06
4121819.0,imu1,11.81,3.95,0.06
4121829.0,imu1,11.81,3.95,0.06
4121839.0,imu1,11.81,3.95,0.06
4121849.0,imu1,11.81,3.95,0.06
4121859.0,imu1,11.81,3.95,0.06
4121869.0,imu1,11.81,3.95,0.06
4121879.0,imu1,11.81,3.95,0.06
4121889.0,imu1,11.81,3.95,0.06
4121899.0,imu1,11.81,3.95,0.06
4121909.0,imu1,11.81,3.95,0.06
4121919.0,imu1,11.81,3.95,0.06
4121929.0,imu1,11.81,3.95,0.06
4121939.0,imu1,11.81,3.95,0.06
4121949.0,imu1,11.81,3.95,0.06
4121959.0,imu1,11.81,3.95,0.06
4121969.0,imu1,11.81,3.95,0.06
4121979.0,imu1,11.81,3.95,0.06
4121989.0,imu1,11.81,3.95,0.05
4121999.0,imu1,11.81,3.95,0.06
4122009.0,imu1,11.81,3.95,0.06
4122019.0,imu1,11.81,3.95,0.06
4122030.0,imu1,11.81,3.95,0.06
4122040.0,imu1,11.81,3.95,0.06
4122050.0,imu1,11.81,3.95,0.06
4122060.0,imu1,11.81,3.95,0.06
4122070.0,imu1,11.81,3.95,0.06
4122080.0,imu1,11.81,3.95,0.06
4122090.0,imu1,11.81,3.95,0.06
4122100.0,imu1,11.81,3.95,0.06
4122110.0,imu1,11.81,3.95,0.06
4122120.0,imu1,11.81,3.95,0.06
4122130.0,imu1,11.81,3.95,0.06
4122140.0,imu1,11.81,3.95,0.06
4122150.0,imu1,11.81,3.95,0.06
4122160.0,imu1,11.81,3.95,0.06
4122170.0,imu1,11.81,3.95,0.06
4122180.0,imu1,11.81,3.95,0.06
4122190.0,imu1,11.81,3.95,0.06
4122200.0,imu1,11.81,3.95,0.06
4122210.0,imu1,11.81,3.95,0.06
4122220.0,imu1,11.81,3.95,0.06
4122230.0,imu1,11.81,3.95,0.06
4122240.0,imu1,11.81,3.95,0.06
4122250.0,imu1,11.81,3.95,0.06
4122260.0,imu1,11.81,3.95,0.05
4122270.0,imu1,11.81,3.95,0.05
4122280.0,imu1,11.81,3.95,0.05
4122290.0,imu1,11.81,3.95,0.05
4122300.0,imu1,11.81,3.95,0.05
4122310.0,imu1,11.81,3.95,0.05
4122320.0,imu1,11.81,3.95,0.05
4122330.0,imu1,11.81,3.95,0.05
4122340.0,imu1,11.81,3.95,0.05
4122350.0,imu1,11.81,3.95,0.05
4122360.0,imu1,11.81,3.95,0.05
4122370.0,imu1,11.81,3.95,0.05
4122380.0,imu1,11.81,3.95,0.05
4122390.0,imu1,11.81,3.95,0.06
4122400.0,imu1,11.81,3.95,0.05
4122410.0,imu1,11.81,3.95,0.05
4122420.0,imu1,11.81,3.95,0.05
4122430.0,imu1,11.81,3.95,0.05
4122440.0,imu1,11.81,3.95,0.05
4122450.0,imu1,11.81,3.95,0.05
4122460.0,imu1,11.81,3.95,0.06
4122470.0,imu1,11.81,3.95,0.06
4122480.0,imu1,11.81,3.95,0.06
4122490.0,imu1,11.81,3.95,0.06
4122500.0,imu1,11.81,3.95,0.05
4122510.0,imu1,11.81,3.95,0.05
4122520.0,imu1,11.81,3.95,0.06
4122530.0,imu1,11.81,3.95,0.06
4122540.0,imu1,11.81,3.95,0.06
4122550.0,imu1,11.81,3.95,0.05
4122560.0,imu1,11.81,3.95,0.05
4122570.0,imu1,11.81,3.95,0.05
4122580.0,imu1,11.81,3.95,0.05
4122590.0,imu1,11.81,3.95,0.05
4122600.0,imu1,11.81,3.95,0.05
4122610.0,imu1,11.81,3.95,0.05
4122620.0,imu1,11.81,3.95,0.05
4122630.0,imu1,11.81,3.95,0.05
4122640.0,imu1,11.81,3.95,0.05
4122650.0,imu1,11.81,3.95,0.05
4122660.0,imu1,11.81,3.95,0.05
4122671.0,imu1,11.81,3.95,0.05
4122681.0,imu1,11.81,3.95,0.05
4122691.0,imu1,11.81,3.95,0.05
4122701.0,imu1,11.81,3.95,0.05
4122711.0,imu1,11.81,3.95,0.05
4122721.0,imu1,11.81,3.96,0.05
4122731.0,imu1,11.81,3.96,0.05
4122741.0,imu1,11.81,3.96,0.06
4122751.0,imu1,11.81,3.96,0.06
4122761.0,imu1,11.81,3.96,0.06
4122771.0,imu1,11.81,3.96,0.06
4122781.0,imu1,11.81,3.96,0.06
4122791.0,imu1,11.81,3.96,0.06
4122801.0,imu1,11.81,3.96,0.06
4122811.0,imu1,11.81,3.96,0.06
4122821.0,imu1,11.81,3.96,0.06
4122831.0,imu1,11.81,3.96,0.06
4122841.0,imu1,11.81,3.96,0.06
4122851.0,imu1,11.81,3.96,0.05
4122861.0,imu1,11.81,3.96,0.06
4122871.0,imu1,11.81,3.96,0.05
4122881.0,imu1,11.81,3.96,0.06
4122891.0,imu1,11.81,3.96,0.06
4122901.0,imu1,11.81,3.96,0.06
4122911.0,imu1,11.81,3.96,0.06
